 pob,año,sexo,alcaldia,grupo_edad
"9019","2020","Mujeres","Cuajimalpa de Morelos","20-24"
"8916","2021","Mujeres","Cuajimalpa de Morelos","20-24"
"8805","2022","Mujeres","Cuajimalpa de Morelos","20-24"
"8685","2023","Mujeres","Cuajimalpa de Morelos","20-24"
"8550","2024","Mujeres","Cuajimalpa de Morelos","20-24"
"8393","2025","Mujeres","Cuajimalpa de Morelos","20-24"
"8209","2026","Mujeres","Cuajimalpa de Morelos","20-24"
"7997","2027","Mujeres","Cuajimalpa de Morelos","20-24"
"7759","2028","Mujeres","Cuajimalpa de Morelos","20-24"
"7490","2029","Mujeres","Cuajimalpa de Morelos","20-24"
"7192","2030","Mujeres","Cuajimalpa de Morelos","20-24"
"47955","2015","Mujeres","Gustavo A. Madero","20-24"
"46984","2016","Mujeres","Gustavo A. Madero","20-24"
"45927","2017","Mujeres","Gustavo A. Madero","20-24"
"44866","2018","Mujeres","Gustavo A. Madero","20-24"
"43848","2019","Mujeres","Gustavo A. Madero","20-24"
"42920","2020","Mujeres","Gustavo A. Madero","20-24"
"42100","2021","Mujeres","Gustavo A. Madero","20-24"
"41375","2022","Mujeres","Gustavo A. Madero","20-24"
"40723","2023","Mujeres","Gustavo A. Madero","20-24"
"40131","2024","Mujeres","Gustavo A. Madero","20-24"
"39573","2025","Mujeres","Gustavo A. Madero","20-24"
"39029","2026","Mujeres","Gustavo A. Madero","20-24"
"38502","2027","Mujeres","Gustavo A. Madero","20-24"
"37994","2028","Mujeres","Gustavo A. Madero","20-24"
"37491","2029","Mujeres","Gustavo A. Madero","20-24"
"37000","2030","Mujeres","Gustavo A. Madero","20-24"
"15572","2015","Mujeres","Iztacalco","20-24"
"15270","2016","Mujeres","Iztacalco","20-24"
"14942","2017","Mujeres","Iztacalco","20-24"
"14616","2018","Mujeres","Iztacalco","20-24"
"14304","2019","Mujeres","Iztacalco","20-24"
"14023","2020","Mujeres","Iztacalco","20-24"
"13776","2021","Mujeres","Iztacalco","20-24"
"13559","2022","Mujeres","Iztacalco","20-24"
"13365","2023","Mujeres","Iztacalco","20-24"
"13188","2024","Mujeres","Iztacalco","20-24"
"13020","2025","Mujeres","Iztacalco","20-24"
"12851","2026","Mujeres","Iztacalco","20-24"
"12684","2027","Mujeres","Iztacalco","20-24"
"12517","2028","Mujeres","Iztacalco","20-24"
"12345","2029","Mujeres","Iztacalco","20-24"
"12170","2030","Mujeres","Iztacalco","20-24"
"80009","2015","Mujeres","Iztapalapa","20-24"
"78665","2016","Mujeres","Iztapalapa","20-24"
"77106","2017","Mujeres","Iztapalapa","20-24"
"75457","2018","Mujeres","Iztapalapa","20-24"
"73821","2019","Mujeres","Iztapalapa","20-24"
"72269","2020","Mujeres","Iztapalapa","20-24"
"70848","2021","Mujeres","Iztapalapa","20-24"
"69528","2022","Mujeres","Iztapalapa","20-24"
"68273","2023","Mujeres","Iztapalapa","20-24"
"67077","2024","Mujeres","Iztapalapa","20-24"
"65896","2025","Mujeres","Iztapalapa","20-24"
"64703","2026","Mujeres","Iztapalapa","20-24"
"63510","2027","Mujeres","Iztapalapa","20-24"
"62319","2028","Mujeres","Iztapalapa","20-24"
"61117","2029","Mujeres","Iztapalapa","20-24"
"59923","2030","Mujeres","Iztapalapa","20-24"
"10247","2015","Mujeres","La Magdalena Contreras","20-24"
"10076","2016","Mujeres","La Magdalena Contreras","20-24"
"9879","2017","Mujeres","La Magdalena Contreras","20-24"
"9674","2018","Mujeres","La Magdalena Contreras","20-24"
"9471","2019","Mujeres","La Magdalena Contreras","20-24"
"9281","2020","Mujeres","La Magdalena Contreras","20-24"
"9109","2021","Mujeres","La Magdalena Contreras","20-24"
"8952","2022","Mujeres","La Magdalena Contreras","20-24"
"8806","2023","Mujeres","La Magdalena Contreras","20-24"
"8668","2024","Mujeres","La Magdalena Contreras","20-24"
"8534","2025","Mujeres","La Magdalena Contreras","20-24"
"8399","2026","Mujeres","La Magdalena Contreras","20-24"
"8265","2027","Mujeres","La Magdalena Contreras","20-24"
"8132","2028","Mujeres","La Magdalena Contreras","20-24"
"7999","2029","Mujeres","La Magdalena Contreras","20-24"
"7867","2030","Mujeres","La Magdalena Contreras","20-24"
"6061","2015","Mujeres","Milpa Alta","20-24"
"6078","2016","Mujeres","Milpa Alta","20-24"
"6066","2017","Mujeres","Milpa Alta","20-24"
"6037","2018","Mujeres","Milpa Alta","20-24"
"5994","2019","Mujeres","Milpa Alta","20-24"
"5942","2020","Mujeres","Milpa Alta","20-24"
"5886","2021","Mujeres","Milpa Alta","20-24"
"5821","2022","Mujeres","Milpa Alta","20-24"
"5745","2023","Mujeres","Milpa Alta","20-24"
"5654","2024","Mujeres","Milpa Alta","20-24"
"5543","2025","Mujeres","Milpa Alta","20-24"
"5409","2026","Mujeres","Milpa Alta","20-24"
"5252","2027","Mujeres","Milpa Alta","20-24"
"5072","2028","Mujeres","Milpa Alta","20-24"
"4866","2029","Mujeres","Milpa Alta","20-24"
"4637","2030","Mujeres","Milpa Alta","20-24"
"31975","2015","Mujeres","Álvaro Obregón","20-24"
"31509","2016","Mujeres","Álvaro Obregón","20-24"
"30958","2017","Mujeres","Álvaro Obregón","20-24"
"30375","2018","Mujeres","Álvaro Obregón","20-24"
"29793","2019","Mujeres","Álvaro Obregón","20-24"
"29242","2020","Mujeres","Álvaro Obregón","20-24"
"28736","2021","Mujeres","Álvaro Obregón","20-24"
"28264","2022","Mujeres","Álvaro Obregón","20-24"
"27812","2023","Mujeres","Álvaro Obregón","20-24"
"27370","2024","Mujeres","Álvaro Obregón","20-24"
"26919","2025","Mujeres","Álvaro Obregón","20-24"
"26446","2026","Mujeres","Álvaro Obregón","20-24"
"25953","2027","Mujeres","Álvaro Obregón","20-24"
"25441","2028","Mujeres","Álvaro Obregón","20-24"
"24901","2029","Mujeres","Álvaro Obregón","20-24"
"24340","2030","Mujeres","Álvaro Obregón","20-24"
"16184","2015","Mujeres","Tláhuac","20-24"
"16047","2016","Mujeres","Tláhuac","20-24"
"15853","2017","Mujeres","Tláhuac","20-24"
"15626","2018","Mujeres","Tláhuac","20-24"
"15383","2019","Mujeres","Tláhuac","20-24"
"15143","2020","Mujeres","Tláhuac","20-24"
"14910","2021","Mujeres","Tláhuac","20-24"
"14682","2022","Mujeres","Tláhuac","20-24"
"14452","2023","Mujeres","Tláhuac","20-24"
"14214","2024","Mujeres","Tláhuac","20-24"
"13959","2025","Mujeres","Tláhuac","20-24"
"13680","2026","Mujeres","Tláhuac","20-24"
"13380","2027","Mujeres","Tláhuac","20-24"
"13059","2028","Mujeres","Tláhuac","20-24"
"12715","2029","Mujeres","Tláhuac","20-24"
"12349","2030","Mujeres","Tláhuac","20-24"
"28925","2015","Mujeres","Tlalpan","20-24"
"28592","2016","Mujeres","Tlalpan","20-24"
"28166","2017","Mujeres","Tlalpan","20-24"
"27695","2018","Mujeres","Tlalpan","20-24"
"27208","2019","Mujeres","Tlalpan","20-24"
"26735","2020","Mujeres","Tlalpan","20-24"
"26287","2021","Mujeres","Tlalpan","20-24"
"25855","2022","Mujeres","Tlalpan","20-24"
"25427","2023","Mujeres","Tlalpan","20-24"
"24993","2024","Mujeres","Tlalpan","20-24"
"24537","2025","Mujeres","Tlalpan","20-24"
"24047","2026","Mujeres","Tlalpan","20-24"
"23525","2027","Mujeres","Tlalpan","20-24"
"22973","2028","Mujeres","Tlalpan","20-24"
"22382","2029","Mujeres","Tlalpan","20-24"
"21762","2030","Mujeres","Tlalpan","20-24"
"18047","2015","Mujeres","Xochimilco","20-24"
"17816","2016","Mujeres","Xochimilco","20-24"
"17524","2017","Mujeres","Xochimilco","20-24"
"17201","2018","Mujeres","Xochimilco","20-24"
"16867","2019","Mujeres","Xochimilco","20-24"
"16542","2020","Mujeres","Xochimilco","20-24"
"16234","2021","Mujeres","Xochimilco","20-24"
"15936","2022","Mujeres","Xochimilco","20-24"
"15644","2023","Mujeres","Xochimilco","20-24"
"15351","2024","Mujeres","Xochimilco","20-24"
"15049","2025","Mujeres","Xochimilco","20-24"
"14731","2026","Mujeres","Xochimilco","20-24"
"14400","2027","Mujeres","Xochimilco","20-24"
"14057","2028","Mujeres","Xochimilco","20-24"
"13699","2029","Mujeres","Xochimilco","20-24"
"13332","2030","Mujeres","Xochimilco","20-24"
"14486","2015","Mujeres","Benito Juárez","20-24"
"14343","2016","Mujeres","Benito Juárez","20-24"
"14164","2017","Mujeres","Benito Juárez","20-24"
"13971","2018","Mujeres","Benito Juárez","20-24"
"13777","2019","Mujeres","Benito Juárez","20-24"
"13593","2020","Mujeres","Benito Juárez","20-24"
"13424","2021","Mujeres","Benito Juárez","20-24"
"13264","2022","Mujeres","Benito Juárez","20-24"
"13103","2023","Mujeres","Benito Juárez","20-24"
"12935","2024","Mujeres","Benito Juárez","20-24"
"12749","2025","Mujeres","Benito Juárez","20-24"
"12535","2026","Mujeres","Benito Juárez","20-24"
"12292","2027","Mujeres","Benito Juárez","20-24"
"12020","2028","Mujeres","Benito Juárez","20-24"
"11711","2029","Mujeres","Benito Juárez","20-24"
"11369","2030","Mujeres","Benito Juárez","20-24"
"21484","2015","Mujeres","Cuauhtémoc","20-24"
"21261","2016","Mujeres","Cuauhtémoc","20-24"
"20981","2017","Mujeres","Cuauhtémoc","20-24"
"20677","2018","Mujeres","Cuauhtémoc","20-24"
"20367","2019","Mujeres","Cuauhtémoc","20-24"
"20071","2020","Mujeres","Cuauhtémoc","20-24"
"19794","2021","Mujeres","Cuauhtémoc","20-24"
"19526","2022","Mujeres","Cuauhtémoc","20-24"
"19255","2023","Mujeres","Cuauhtémoc","20-24"
"18971","2024","Mujeres","Cuauhtémoc","20-24"
"18658","2025","Mujeres","Cuauhtémoc","20-24"
"18303","2026","Mujeres","Cuauhtémoc","20-24"
"17906","2027","Mujeres","Cuauhtémoc","20-24"
"17464","2028","Mujeres","Cuauhtémoc","20-24"
"16968","2029","Mujeres","Cuauhtémoc","20-24"
"16423","2030","Mujeres","Cuauhtémoc","20-24"
"14783","2015","Mujeres","Miguel Hidalgo","20-24"
"14529","2016","Mujeres","Miguel Hidalgo","20-24"
"14247","2017","Mujeres","Miguel Hidalgo","20-24"
"13961","2018","Mujeres","Miguel Hidalgo","20-24"
"13685","2019","Mujeres","Miguel Hidalgo","20-24"
"13432","2020","Mujeres","Miguel Hidalgo","20-24"
"13209","2021","Mujeres","Miguel Hidalgo","20-24"
"13006","2022","Mujeres","Miguel Hidalgo","20-24"
"12821","2023","Mujeres","Miguel Hidalgo","20-24"
"12645","2024","Mujeres","Miguel Hidalgo","20-24"
"12470","2025","Mujeres","Miguel Hidalgo","20-24"
"12289","2026","Mujeres","Miguel Hidalgo","20-24"
"12101","2027","Mujeres","Miguel Hidalgo","20-24"
"11906","2028","Mujeres","Miguel Hidalgo","20-24"
"11700","2029","Mujeres","Miguel Hidalgo","20-24"
"11484","2030","Mujeres","Miguel Hidalgo","20-24"
"17139","2015","Mujeres","Venustiano Carranza","20-24"
"16813","2016","Mujeres","Venustiano Carranza","20-24"
"16458","2017","Mujeres","Venustiano Carranza","20-24"
"16100","2018","Mujeres","Venustiano Carranza","20-24"
"15756","2019","Mujeres","Venustiano Carranza","20-24"
"15440","2020","Mujeres","Venustiano Carranza","20-24"
"15160","2021","Mujeres","Venustiano Carranza","20-24"
"14909","2022","Mujeres","Venustiano Carranza","20-24"
"14678","2023","Mujeres","Venustiano Carranza","20-24"
"14461","2024","Mujeres","Venustiano Carranza","20-24"
"14247","2025","Mujeres","Venustiano Carranza","20-24"
"14029","2026","Mujeres","Venustiano Carranza","20-24"
"13807","2027","Mujeres","Venustiano Carranza","20-24"
"13580","2028","Mujeres","Venustiano Carranza","20-24"
"13342","2029","Mujeres","Venustiano Carranza","20-24"
"13096","2030","Mujeres","Venustiano Carranza","20-24"
"16576","2015","Hombres","Azcapotzalco","20-24"
"16202","2016","Hombres","Azcapotzalco","20-24"
"15780","2017","Hombres","Azcapotzalco","20-24"
"15347","2018","Hombres","Azcapotzalco","20-24"
"14927","2019","Hombres","Azcapotzalco","20-24"
"14541","2020","Hombres","Azcapotzalco","20-24"
"14201","2021","Hombres","Azcapotzalco","20-24"
"13906","2022","Hombres","Azcapotzalco","20-24"
"13653","2023","Hombres","Azcapotzalco","20-24"
"13440","2024","Hombres","Azcapotzalco","20-24"
"13256","2025","Hombres","Azcapotzalco","20-24"
"13090","2026","Hombres","Azcapotzalco","20-24"
"12940","2027","Hombres","Azcapotzalco","20-24"
"12808","2028","Hombres","Azcapotzalco","20-24"
"12694","2029","Hombres","Azcapotzalco","20-24"
"12603","2030","Hombres","Azcapotzalco","20-24"
"25762","2015","Hombres","Coyoacán","20-24"
"25257","2016","Hombres","Coyoacán","20-24"
"24663","2017","Hombres","Coyoacán","20-24"
"24039","2018","Hombres","Coyoacán","20-24"
"23421","2019","Hombres","Coyoacán","20-24"
"22844","2020","Hombres","Coyoacán","20-24"
"22329","2021","Hombres","Coyoacán","20-24"
"21875","2022","Hombres","Coyoacán","20-24"
"21478","2023","Hombres","Coyoacán","20-24"
"21137","2024","Hombres","Coyoacán","20-24"
"20834","2025","Hombres","Coyoacán","20-24"
"20553","2026","Hombres","Coyoacán","20-24"
"20294","2027","Hombres","Coyoacán","20-24"
"20059","2028","Hombres","Coyoacán","20-24"
"19848","2029","Hombres","Coyoacán","20-24"
"19672","2030","Hombres","Coyoacán","20-24"
"8411","2015","Hombres","Cuajimalpa de Morelos","20-24"
"8432","2016","Hombres","Cuajimalpa de Morelos","20-24"
"8408","2017","Hombres","Cuajimalpa de Morelos","20-24"
"8354","2018","Hombres","Cuajimalpa de Morelos","20-24"
"8281","2019","Hombres","Cuajimalpa de Morelos","20-24"
"8200","2020","Hombres","Cuajimalpa de Morelos","20-24"
"8118","2021","Hombres","Cuajimalpa de Morelos","20-24"
"8032","2022","Hombres","Cuajimalpa de Morelos","20-24"
"7940","2023","Hombres","Cuajimalpa de Morelos","20-24"
"7839","2024","Hombres","Cuajimalpa de Morelos","20-24"
"7722","2025","Hombres","Cuajimalpa de Morelos","20-24"
"7580","2026","Hombres","Cuajimalpa de Morelos","20-24"
"7411","2027","Hombres","Cuajimalpa de Morelos","20-24"
"7213","2028","Hombres","Cuajimalpa de Morelos","20-24"
"6985","2029","Hombres","Cuajimalpa de Morelos","20-24"
"6730","2030","Hombres","Cuajimalpa de Morelos","20-24"
"51069","2015","Hombres","Gustavo A. Madero","20-24"
"50226","2016","Hombres","Gustavo A. Madero","20-24"
"49204","2017","Hombres","Gustavo A. Madero","20-24"
"48113","2018","Hombres","Gustavo A. Madero","20-24"
"47022","2019","Hombres","Gustavo A. Madero","20-24"
"45998","2020","Hombres","Gustavo A. Madero","20-24"
"45081","2021","Hombres","Gustavo A. Madero","20-24"
"44263","2022","Hombres","Gustavo A. Madero","20-24"
"43535","2023","Hombres","Gustavo A. Madero","20-24"
"42890","2024","Hombres","Gustavo A. Madero","20-24"
"42289","2025","Hombres","Gustavo A. Madero","20-24"
"41695","2026","Hombres","Gustavo A. Madero","20-24"
"41102","2027","Hombres","Gustavo A. Madero","20-24"
"40511","2028","Hombres","Gustavo A. Madero","20-24"
"39921","2029","Hombres","Gustavo A. Madero","20-24"
"39347","2030","Hombres","Gustavo A. Madero","20-24"
"16111","2015","Hombres","Iztacalco","20-24"
"15853","2016","Hombres","Iztacalco","20-24"
"15542","2017","Hombres","Iztacalco","20-24"
"15212","2018","Hombres","Iztacalco","20-24"
"14885","2019","Hombres","Iztacalco","20-24"
"14580","2020","Hombres","Iztacalco","20-24"
"14308","2021","Hombres","Iztacalco","20-24"
"14069","2022","Hombres","Iztacalco","20-24"
"13856","2023","Hombres","Iztacalco","20-24"
"13668","2024","Hombres","Iztacalco","20-24"
"13491","2025","Hombres","Iztacalco","20-24"
"13313","2026","Hombres","Iztacalco","20-24"
"13131","2027","Hombres","Iztacalco","20-24"
"12944","2028","Hombres","Iztacalco","20-24"
"12752","2029","Hombres","Iztacalco","20-24"
"12557","2030","Hombres","Iztacalco","20-24"
"83442","2015","Hombres","Iztapalapa","20-24"
"82193","2016","Hombres","Iztapalapa","20-24"
"80587","2017","Hombres","Iztapalapa","20-24"
"78810","2018","Hombres","Iztapalapa","20-24"
"76984","2019","Hombres","Iztapalapa","20-24"
"75217","2020","Hombres","Iztapalapa","20-24"
"73589","2021","Hombres","Iztapalapa","20-24"
"72091","2022","Hombres","Iztapalapa","20-24"
"70713","2023","Hombres","Iztapalapa","20-24"
"69442","2024","Hombres","Iztapalapa","20-24"
"68231","2025","Hombres","Iztapalapa","20-24"
"67018","2026","Hombres","Iztapalapa","20-24"
"65799","2027","Hombres","Iztapalapa","20-24"
"64584","2028","Hombres","Iztapalapa","20-24"
"63378","2029","Hombres","Iztapalapa","20-24"
"62210","2030","Hombres","Iztapalapa","20-24"
"10314","2015","Hombres","La Magdalena Contreras","20-24"
"10197","2016","Hombres","La Magdalena Contreras","20-24"
"10034","2017","Hombres","La Magdalena Contreras","20-24"
"9849","2018","Hombres","La Magdalena Contreras","20-24"
"9656","2019","Hombres","La Magdalena Contreras","20-24"
"9468","2020","Hombres","La Magdalena Contreras","20-24"
"9295","2021","Hombres","La Magdalena Contreras","20-24"
"9134","2022","Hombres","La Magdalena Contreras","20-24"
"8985","2023","Hombres","La Magdalena Contreras","20-24"
"8846","2024","Hombres","La Magdalena Contreras","20-24"
"8709","2025","Hombres","La Magdalena Contreras","20-24"
"8566","2026","Hombres","La Magdalena Contreras","20-24"
"8417","2027","Hombres","La Magdalena Contreras","20-24"
"8261","2028","Hombres","La Magdalena Contreras","20-24"
"8100","2029","Hombres","La Magdalena Contreras","20-24"
"7935","2030","Hombres","La Magdalena Contreras","20-24"
"6175","2015","Hombres","Milpa Alta","20-24"
"6200","2016","Hombres","Milpa Alta","20-24"
"6186","2017","Hombres","Milpa Alta","20-24"
"6148","2018","Hombres","Milpa Alta","20-24"
"6092","2019","Hombres","Milpa Alta","20-24"
"6028","2020","Hombres","Milpa Alta","20-24"
"5958","2021","Hombres","Milpa Alta","20-24"
"5884","2022","Hombres","Milpa Alta","20-24"
"5802","2023","Hombres","Milpa Alta","20-24"
"5712","2024","Hombres","Milpa Alta","20-24"
"5607","2025","Hombres","Milpa Alta","20-24"
"5481","2026","Hombres","Milpa Alta","20-24"
"5333","2027","Hombres","Milpa Alta","20-24"
"5163","2028","Hombres","Milpa Alta","20-24"
"4968","2029","Hombres","Milpa Alta","20-24"
"4752","2030","Hombres","Milpa Alta","20-24"
"31734","2015","Hombres","Álvaro Obregón","20-24"
"31391","2016","Hombres","Álvaro Obregón","20-24"
"30912","2017","Hombres","Álvaro Obregón","20-24"
"30365","2018","Hombres","Álvaro Obregón","20-24"
"29793","2019","Hombres","Álvaro Obregón","20-24"
"29236","2020","Hombres","Álvaro Obregón","20-24"
"28721","2021","Hombres","Álvaro Obregón","20-24"
"28244","2022","Hombres","Álvaro Obregón","20-24"
"27797","2023","Hombres","Álvaro Obregón","20-24"
"27375","2024","Hombres","Álvaro Obregón","20-24"
"26955","2025","Hombres","Álvaro Obregón","20-24"
"26509","2026","Hombres","Álvaro Obregón","20-24"
"26035","2027","Hombres","Álvaro Obregón","20-24"
"25533","2028","Hombres","Álvaro Obregón","20-24"
"25000","2029","Hombres","Álvaro Obregón","20-24"
"24446","2030","Hombres","Álvaro Obregón","20-24"
"16334","2015","Hombres","Tláhuac","20-24"
"16251","2016","Hombres","Tláhuac","20-24"
"16082","2017","Hombres","Tláhuac","20-24"
"15864","2018","Hombres","Tláhuac","20-24"
"15619","2019","Hombres","Tláhuac","20-24"
"15369","2020","Hombres","Tláhuac","20-24"
"15128","2021","Hombres","Tláhuac","20-24"
"14894","2022","Hombres","Tláhuac","20-24"
"14665","2023","Hombres","Tláhuac","20-24"
"14439","2024","Hombres","Tláhuac","20-24"
"14201","2025","Hombres","Tláhuac","20-24"
"13940","2026","Hombres","Tláhuac","20-24"
"13654","2027","Hombres","Tláhuac","20-24"
"13343","2028","Hombres","Tláhuac","20-24"
"13006","2029","Hombres","Tláhuac","20-24"
"12649","2030","Hombres","Tláhuac","20-24"
"29328","2015","Hombres","Tlalpan","20-24"
"29035","2016","Hombres","Tlalpan","20-24"
"28602","2017","Hombres","Tlalpan","20-24"
"28094","2018","Hombres","Tlalpan","20-24"
"27550","2019","Hombres","Tlalpan","20-24"
"27011","2020","Hombres","Tlalpan","20-24"
"26500","2021","Hombres","Tlalpan","20-24"
"26015","2022","Hombres","Tlalpan","20-24"
"25551","2023","Hombres","Tlalpan","20-24"
"25103","2024","Hombres","Tlalpan","20-24"
"24649","2025","Hombres","Tlalpan","20-24"
"24167","2026","Hombres","Tlalpan","20-24"
"23653","2027","Hombres","Tlalpan","20-24"
"23110","2028","Hombres","Tlalpan","20-24"
"22537","2029","Hombres","Tlalpan","20-24"
"21943","2030","Hombres","Tlalpan","20-24"
"19552","2015","Hombres","Xochimilco","20-24"
"19356","2016","Hombres","Xochimilco","20-24"
"19063","2017","Hombres","Xochimilco","20-24"
"18714","2018","Hombres","Xochimilco","20-24"
"18336","2019","Hombres","Xochimilco","20-24"
"17958","2020","Hombres","Xochimilco","20-24"
"17596","2021","Hombres","Xochimilco","20-24"
"17248","2022","Hombres","Xochimilco","20-24"
"16910","2023","Hombres","Xochimilco","20-24"
"16581","2024","Hombres","Xochimilco","20-24"
"16246","2025","Hombres","Xochimilco","20-24"
"15892","2026","Hombres","Xochimilco","20-24"
"15515","2027","Hombres","Xochimilco","20-24"
"15119","2028","Hombres","Xochimilco","20-24"
"14703","2029","Hombres","Xochimilco","20-24"
"14274","2030","Hombres","Xochimilco","20-24"
"14075","2015","Hombres","Benito Juárez","20-24"
"14047","2016","Hombres","Benito Juárez","20-24"
"13953","2017","Hombres","Benito Juárez","20-24"
"13820","2018","Hombres","Benito Juárez","20-24"
"13663","2019","Hombres","Benito Juárez","20-24"
"13499","2020","Hombres","Benito Juárez","20-24"
"13339","2021","Hombres","Benito Juárez","20-24"
"13177","2022","Hombres","Benito Juárez","20-24"
"13009","2023","Hombres","Benito Juárez","20-24"
"12829","2024","Hombres","Benito Juárez","20-24"
"12623","2025","Hombres","Benito Juárez","20-24"
"12377","2026","Hombres","Benito Juárez","20-24"
"12085","2027","Hombres","Benito Juárez","20-24"
"11746","2028","Hombres","Benito Juárez","20-24"
"11354","2029","Hombres","Benito Juárez","20-24"
"10913","2030","Hombres","Benito Juárez","20-24"
"22322","2015","Hombres","Cuauhtémoc","20-24"
"22140","2016","Hombres","Cuauhtémoc","20-24"
"21864","2017","Hombres","Cuauhtémoc","20-24"
"21538","2018","Hombres","Cuauhtémoc","20-24"
"21190","2019","Hombres","Cuauhtémoc","20-24"
"20847","2020","Hombres","Cuauhtémoc","20-24"
"20526","2021","Hombres","Cuauhtémoc","20-24"
"20222","2022","Hombres","Cuauhtémoc","20-24"
"19927","2023","Hombres","Cuauhtémoc","20-24"
"19636","2024","Hombres","Cuauhtémoc","20-24"
"19328","2025","Hombres","Cuauhtémoc","20-24"
"18983","2026","Hombres","Cuauhtémoc","20-24"
"18596","2027","Hombres","Cuauhtémoc","20-24"
"18165","2028","Hombres","Cuauhtémoc","20-24"
"17685","2029","Hombres","Cuauhtémoc","20-24"
"17161","2030","Hombres","Cuauhtémoc","20-24"
"13446","2015","Hombres","Miguel Hidalgo","20-24"
"13265","2016","Hombres","Miguel Hidalgo","20-24"
"13033","2017","Hombres","Miguel Hidalgo","20-24"
"12780","2018","Hombres","Miguel Hidalgo","20-24"
"12522","2019","Hombres","Miguel Hidalgo","20-24"
"12276","2020","Hombres","Miguel Hidalgo","20-24"
"12051","2021","Hombres","Miguel Hidalgo","20-24"
"11845","2022","Hombres","Miguel Hidalgo","20-24"
"11653","2023","Hombres","Miguel Hidalgo","20-24"
"11474","2024","Hombres","Miguel Hidalgo","20-24"
"11295","2025","Hombres","Miguel Hidalgo","20-24"
"11104","2026","Hombres","Miguel Hidalgo","20-24"
"10901","2027","Hombres","Miguel Hidalgo","20-24"
"10682","2028","Hombres","Miguel Hidalgo","20-24"
"10448","2029","Hombres","Miguel Hidalgo","20-24"
"10201","2030","Hombres","Miguel Hidalgo","20-24"
"17545","2015","Hombres","Venustiano Carranza","20-24"
"17221","2016","Hombres","Venustiano Carranza","20-24"
"16839","2017","Hombres","Venustiano Carranza","20-24"
"16437","2018","Hombres","Venustiano Carranza","20-24"
"16039","2019","Hombres","Venustiano Carranza","20-24"
"15665","2020","Hombres","Venustiano Carranza","20-24"
"15330","2021","Hombres","Venustiano Carranza","20-24"
"15029","2022","Hombres","Venustiano Carranza","20-24"
"14760","2023","Hombres","Venustiano Carranza","20-24"
"14519","2024","Hombres","Venustiano Carranza","20-24"
"14292","2025","Hombres","Venustiano Carranza","20-24"
"14067","2026","Hombres","Venustiano Carranza","20-24"
"13841","2027","Hombres","Venustiano Carranza","20-24"
"13613","2028","Hombres","Venustiano Carranza","20-24"
"13383","2029","Hombres","Venustiano Carranza","20-24"
"13155","2030","Hombres","Venustiano Carranza","20-24"
"16970","2015","Mujeres","Azcapotzalco","25-29"
"16711","2016","Mujeres","Azcapotzalco","25-29"
"16436","2017","Mujeres","Azcapotzalco","25-29"
"16156","2018","Mujeres","Azcapotzalco","25-29"
"15873","2019","Mujeres","Azcapotzalco","25-29"
"15584","2020","Mujeres","Azcapotzalco","25-29"
"15283","2021","Mujeres","Azcapotzalco","25-29"
"14978","2022","Mujeres","Azcapotzalco","25-29"
"14683","2023","Mujeres","Azcapotzalco","25-29"
"14417","2024","Mujeres","Azcapotzalco","25-29"
"14195","2025","Mujeres","Azcapotzalco","25-29"
"14025","2026","Mujeres","Azcapotzalco","25-29"
"13902","2027","Mujeres","Azcapotzalco","25-29"
"13822","2028","Mujeres","Azcapotzalco","25-29"
"13781","2029","Mujeres","Azcapotzalco","25-29"
"13772","2030","Mujeres","Azcapotzalco","25-29"
"26499","2015","Mujeres","Coyoacán","25-29"
"26118","2016","Mujeres","Coyoacán","25-29"
"25697","2017","Mujeres","Coyoacán","25-29"
"25254","2018","Mujeres","Coyoacán","25-29"
"24794","2019","Mujeres","Coyoacán","25-29"
"24310","2020","Mujeres","Coyoacán","25-29"
"23797","2021","Mujeres","Coyoacán","25-29"
"23264","2022","Mujeres","Coyoacán","25-29"
"22739","2023","Mujeres","Coyoacán","25-29"
"22248","2024","Mujeres","Coyoacán","25-29"
"21817","2025","Mujeres","Coyoacán","25-29"
"21459","2026","Mujeres","Coyoacán","25-29"
"21166","2027","Mujeres","Coyoacán","25-29"
"20933","2028","Mujeres","Coyoacán","25-29"
"20754","2029","Mujeres","Coyoacán","25-29"
"20618","2030","Mujeres","Coyoacán","25-29"
"9079","2015","Mujeres","Cuajimalpa de Morelos","25-29"
"9116","2016","Mujeres","Cuajimalpa de Morelos","25-29"
"9125","2017","Mujeres","Cuajimalpa de Morelos","25-29"
"9112","2018","Mujeres","Cuajimalpa de Morelos","25-29"
"9074","2019","Mujeres","Cuajimalpa de Morelos","25-29"
"9010","2020","Mujeres","Cuajimalpa de Morelos","25-29"
"8912","2021","Mujeres","Cuajimalpa de Morelos","25-29"
"8784","2022","Mujeres","Cuajimalpa de Morelos","25-29"
"8633","2023","Mujeres","Cuajimalpa de Morelos","25-29"
"8470","2024","Mujeres","Cuajimalpa de Morelos","25-29"
"8300","2025","Mujeres","Cuajimalpa de Morelos","25-29"
"8129","2026","Mujeres","Cuajimalpa de Morelos","25-29"
"7953","2027","Mujeres","Cuajimalpa de Morelos","25-29"
"7766","2028","Mujeres","Cuajimalpa de Morelos","25-29"
"7566","2029","Mujeres","Cuajimalpa de Morelos","25-29"
"7348","2030","Mujeres","Cuajimalpa de Morelos","25-29"
