 pob,año,sexo,alcaldia,grupo_edad
"24150","2029","Mujeres","Coyoacán","60-64"
"24409","2030","Mujeres","Coyoacán","60-64"
"3226","2015","Mujeres","Cuajimalpa de Morelos","60-64"
"3368","2016","Mujeres","Cuajimalpa de Morelos","60-64"
"3493","2017","Mujeres","Cuajimalpa de Morelos","60-64"
"3614","2018","Mujeres","Cuajimalpa de Morelos","60-64"
"3729","2019","Mujeres","Cuajimalpa de Morelos","60-64"
"3837","2020","Mujeres","Cuajimalpa de Morelos","60-64"
"3937","2021","Mujeres","Cuajimalpa de Morelos","60-64"
"4028","2022","Mujeres","Cuajimalpa de Morelos","60-64"
"4108","2023","Mujeres","Cuajimalpa de Morelos","60-64"
"4179","2024","Mujeres","Cuajimalpa de Morelos","60-64"
"4241","2025","Mujeres","Cuajimalpa de Morelos","60-64"
"4298","2026","Mujeres","Cuajimalpa de Morelos","60-64"
"4353","2027","Mujeres","Cuajimalpa de Morelos","60-64"
"4405","2028","Mujeres","Cuajimalpa de Morelos","60-64"
"4457","2029","Mujeres","Cuajimalpa de Morelos","60-64"
"4508","2030","Mujeres","Cuajimalpa de Morelos","60-64"
"29020","2015","Mujeres","Gustavo A. Madero","60-64"
"29924","2016","Mujeres","Gustavo A. Madero","60-64"
"30701","2017","Mujeres","Gustavo A. Madero","60-64"
"31463","2018","Mujeres","Gustavo A. Madero","60-64"
"32204","2019","Mujeres","Gustavo A. Madero","60-64"
"32919","2020","Mujeres","Gustavo A. Madero","60-64"
"33594","2021","Mujeres","Gustavo A. Madero","60-64"
"34223","2022","Mujeres","Gustavo A. Madero","60-64"
"34804","2023","Mujeres","Gustavo A. Madero","60-64"
"35345","2024","Mujeres","Gustavo A. Madero","60-64"
"35860","2025","Mujeres","Gustavo A. Madero","60-64"
"36368","2026","Mujeres","Gustavo A. Madero","60-64"
"36892","2027","Mujeres","Gustavo A. Madero","60-64"
"37454","2028","Mujeres","Gustavo A. Madero","60-64"
"38064","2029","Mujeres","Gustavo A. Madero","60-64"
"38724","2030","Mujeres","Gustavo A. Madero","60-64"
"9828","2015","Mujeres","Iztacalco","60-64"
"10122","2016","Mujeres","Iztacalco","60-64"
"10375","2017","Mujeres","Iztacalco","60-64"
"10624","2018","Mujeres","Iztacalco","60-64"
"10869","2019","Mujeres","Iztacalco","60-64"
"11108","2020","Mujeres","Iztacalco","60-64"
"11335","2021","Mujeres","Iztacalco","60-64"
"11548","2022","Mujeres","Iztacalco","60-64"
"11748","2023","Mujeres","Iztacalco","60-64"
"11937","2024","Mujeres","Iztacalco","60-64"
"12119","2025","Mujeres","Iztacalco","60-64"
"12302","2026","Mujeres","Iztacalco","60-64"
"12494","2027","Mujeres","Iztacalco","60-64"
"12700","2028","Mujeres","Iztacalco","60-64"
"12927","2029","Mujeres","Iztacalco","60-64"
"13174","2030","Mujeres","Iztacalco","60-64"
"37780","2015","Mujeres","Iztapalapa","60-64"
"39398","2016","Mujeres","Iztapalapa","60-64"
"40828","2017","Mujeres","Iztapalapa","60-64"
"42201","2018","Mujeres","Iztapalapa","60-64"
"43512","2019","Mujeres","Iztapalapa","60-64"
"44741","2020","Mujeres","Iztapalapa","60-64"
"45880","2021","Mujeres","Iztapalapa","60-64"
"46901","2022","Mujeres","Iztapalapa","60-64"
"47808","2023","Mujeres","Iztapalapa","60-64"
"48603","2024","Mujeres","Iztapalapa","60-64"
"49305","2025","Mujeres","Iztapalapa","60-64"
"49932","2026","Mujeres","Iztapalapa","60-64"
"50519","2027","Mujeres","Iztapalapa","60-64"
"51087","2028","Mujeres","Iztapalapa","60-64"
"51647","2029","Mujeres","Iztapalapa","60-64"
"52200","2030","Mujeres","Iztapalapa","60-64"
"5127","2015","Mujeres","La Magdalena Contreras","60-64"
"5325","2016","Mujeres","La Magdalena Contreras","60-64"
"5498","2017","Mujeres","La Magdalena Contreras","60-64"
"5665","2018","Mujeres","La Magdalena Contreras","60-64"
"5824","2019","Mujeres","La Magdalena Contreras","60-64"
"5975","2020","Mujeres","La Magdalena Contreras","60-64"
"6115","2021","Mujeres","La Magdalena Contreras","60-64"
"6242","2022","Mujeres","La Magdalena Contreras","60-64"
"6355","2023","Mujeres","La Magdalena Contreras","60-64"
"6456","2024","Mujeres","La Magdalena Contreras","60-64"
"6547","2025","Mujeres","La Magdalena Contreras","60-64"
"6631","2026","Mujeres","La Magdalena Contreras","60-64"
"6712","2027","Mujeres","La Magdalena Contreras","60-64"
"6794","2028","Mujeres","La Magdalena Contreras","60-64"
"6878","2029","Mujeres","La Magdalena Contreras","60-64"
"6964","2030","Mujeres","La Magdalena Contreras","60-64"
"2030","2015","Mujeres","Milpa Alta","60-64"
"2116","2016","Mujeres","Milpa Alta","60-64"
"2191","2017","Mujeres","Milpa Alta","60-64"
"2264","2018","Mujeres","Milpa Alta","60-64"
"2334","2019","Mujeres","Milpa Alta","60-64"
"2401","2020","Mujeres","Milpa Alta","60-64"
"2463","2021","Mujeres","Milpa Alta","60-64"
"2521","2022","Mujeres","Milpa Alta","60-64"
"2573","2023","Mujeres","Milpa Alta","60-64"
"2620","2024","Mujeres","Milpa Alta","60-64"
"2664","2025","Mujeres","Milpa Alta","60-64"
"2705","2026","Mujeres","Milpa Alta","60-64"
"2745","2027","Mujeres","Milpa Alta","60-64"
"2786","2028","Mujeres","Milpa Alta","60-64"
"2828","2029","Mujeres","Milpa Alta","60-64"
"2873","2030","Mujeres","Milpa Alta","60-64"
"16822","2015","Mujeres","Álvaro Obregón","60-64"
"17479","2016","Mujeres","Álvaro Obregón","60-64"
"18055","2017","Mujeres","Álvaro Obregón","60-64"
"18614","2018","Mujeres","Álvaro Obregón","60-64"
"19153","2019","Mujeres","Álvaro Obregón","60-64"
"19664","2020","Mujeres","Álvaro Obregón","60-64"
"20141","2021","Mujeres","Álvaro Obregón","60-64"
"20576","2022","Mujeres","Álvaro Obregón","60-64"
"20969","2023","Mujeres","Álvaro Obregón","60-64"
"21323","2024","Mujeres","Álvaro Obregón","60-64"
"21644","2025","Mujeres","Álvaro Obregón","60-64"
"21945","2026","Mujeres","Álvaro Obregón","60-64"
"22237","2027","Mujeres","Álvaro Obregón","60-64"
"22533","2028","Mujeres","Álvaro Obregón","60-64"
"22838","2029","Mujeres","Álvaro Obregón","60-64"
"23151","2030","Mujeres","Álvaro Obregón","60-64"
"6219","2015","Mujeres","Tláhuac","60-64"
"6498","2016","Mujeres","Tláhuac","60-64"
"6743","2017","Mujeres","Tláhuac","60-64"
"6980","2018","Mujeres","Tláhuac","60-64"
"7207","2019","Mujeres","Tláhuac","60-64"
"7421","2020","Mujeres","Tláhuac","60-64"
"7618","2021","Mujeres","Tláhuac","60-64"
"7798","2022","Mujeres","Tláhuac","60-64"
"7959","2023","Mujeres","Tláhuac","60-64"
"8102","2024","Mujeres","Tláhuac","60-64"
"8229","2025","Mujeres","Tláhuac","60-64"
"8345","2026","Mujeres","Tláhuac","60-64"
"8457","2027","Mujeres","Tláhuac","60-64"
"8565","2028","Mujeres","Tláhuac","60-64"
"8674","2029","Mujeres","Tláhuac","60-64"
"8783","2030","Mujeres","Tláhuac","60-64"
"15382","2015","Mujeres","Tlalpan","60-64"
"16111","2016","Mujeres","Tlalpan","60-64"
"16757","2017","Mujeres","Tlalpan","60-64"
"17377","2018","Mujeres","Tlalpan","60-64"
"17964","2019","Mujeres","Tlalpan","60-64"
"18514","2020","Mujeres","Tlalpan","60-64"
"19016","2021","Mujeres","Tlalpan","60-64"
"19464","2022","Mujeres","Tlalpan","60-64"
"19854","2023","Mujeres","Tlalpan","60-64"
"20190","2024","Mujeres","Tlalpan","60-64"
"20476","2025","Mujeres","Tlalpan","60-64"
"20723","2026","Mujeres","Tlalpan","60-64"
"20942","2027","Mujeres","Tlalpan","60-64"
"21142","2028","Mujeres","Tlalpan","60-64"
"21327","2029","Mujeres","Tlalpan","60-64"
"21493","2030","Mujeres","Tlalpan","60-64"
"8149","2015","Mujeres","Xochimilco","60-64"
"8490","2016","Mujeres","Xochimilco","60-64"
"8789","2017","Mujeres","Xochimilco","60-64"
"9076","2018","Mujeres","Xochimilco","60-64"
"9350","2019","Mujeres","Xochimilco","60-64"
"9606","2020","Mujeres","Xochimilco","60-64"
"9843","2021","Mujeres","Xochimilco","60-64"
"10056","2022","Mujeres","Xochimilco","60-64"
"10245","2023","Mujeres","Xochimilco","60-64"
"10411","2024","Mujeres","Xochimilco","60-64"
"10558","2025","Mujeres","Xochimilco","60-64"
"10691","2026","Mujeres","Xochimilco","60-64"
"10817","2027","Mujeres","Xochimilco","60-64"
"10940","2028","Mujeres","Xochimilco","60-64"
"11065","2029","Mujeres","Xochimilco","60-64"
"11189","2030","Mujeres","Xochimilco","60-64"
"12975","2015","Mujeres","Benito Juárez","60-64"
"13455","2016","Mujeres","Benito Juárez","60-64"
"13878","2017","Mujeres","Benito Juárez","60-64"
"14294","2018","Mujeres","Benito Juárez","60-64"
"14697","2019","Mujeres","Benito Juárez","60-64"
"15083","2020","Mujeres","Benito Juárez","60-64"
"15447","2021","Mujeres","Benito Juárez","60-64"
"15783","2022","Mujeres","Benito Juárez","60-64"
"16089","2023","Mujeres","Benito Juárez","60-64"
"16367","2024","Mujeres","Benito Juárez","60-64"
"16623","2025","Mujeres","Benito Juárez","60-64"
"16865","2026","Mujeres","Benito Juárez","60-64"
"17102","2027","Mujeres","Benito Juárez","60-64"
"17342","2028","Mujeres","Benito Juárez","60-64"
"17590","2029","Mujeres","Benito Juárez","60-64"
"17845","2030","Mujeres","Benito Juárez","60-64"
"14467","2015","Mujeres","Cuauhtémoc","60-64"
"14934","2016","Mujeres","Cuauhtémoc","60-64"
"15344","2017","Mujeres","Cuauhtémoc","60-64"
"15751","2018","Mujeres","Cuauhtémoc","60-64"
"16153","2019","Mujeres","Cuauhtémoc","60-64"
"16544","2020","Mujeres","Cuauhtémoc","60-64"
"16920","2021","Mujeres","Cuauhtémoc","60-64"
"17275","2022","Mujeres","Cuauhtémoc","60-64"
"17607","2023","Mujeres","Cuauhtémoc","60-64"
"17920","2024","Mujeres","Cuauhtémoc","60-64"
"18221","2025","Mujeres","Cuauhtémoc","60-64"
"18517","2026","Mujeres","Cuauhtémoc","60-64"
"18820","2027","Mujeres","Cuauhtémoc","60-64"
"19142","2028","Mujeres","Cuauhtémoc","60-64"
"19486","2029","Mujeres","Cuauhtémoc","60-64"
"19855","2030","Mujeres","Cuauhtémoc","60-64"
"10105","2015","Mujeres","Miguel Hidalgo","60-64"
"10412","2016","Mujeres","Miguel Hidalgo","60-64"
"10677","2017","Mujeres","Miguel Hidalgo","60-64"
"10941","2018","Mujeres","Miguel Hidalgo","60-64"
"11201","2019","Mujeres","Miguel Hidalgo","60-64"
"11454","2020","Mujeres","Miguel Hidalgo","60-64"
"11696","2021","Mujeres","Miguel Hidalgo","60-64"
"11924","2022","Mujeres","Miguel Hidalgo","60-64"
"12137","2023","Mujeres","Miguel Hidalgo","60-64"
"12339","2024","Mujeres","Miguel Hidalgo","60-64"
"12533","2025","Mujeres","Miguel Hidalgo","60-64"
"12726","2026","Mujeres","Miguel Hidalgo","60-64"
"12927","2027","Mujeres","Miguel Hidalgo","60-64"
"13141","2028","Mujeres","Miguel Hidalgo","60-64"
"13374","2029","Mujeres","Miguel Hidalgo","60-64"
"13626","2030","Mujeres","Miguel Hidalgo","60-64"
"11412","2015","Mujeres","Venustiano Carranza","60-64"
"11747","2016","Mujeres","Venustiano Carranza","60-64"
"12037","2017","Mujeres","Venustiano Carranza","60-64"
"12324","2018","Mujeres","Venustiano Carranza","60-64"
"12607","2019","Mujeres","Venustiano Carranza","60-64"
"12884","2020","Mujeres","Venustiano Carranza","60-64"
"13150","2021","Mujeres","Venustiano Carranza","60-64"
"13401","2022","Mujeres","Venustiano Carranza","60-64"
"13638","2023","Mujeres","Venustiano Carranza","60-64"
"13863","2024","Mujeres","Venustiano Carranza","60-64"
"14081","2025","Mujeres","Venustiano Carranza","60-64"
"14301","2026","Mujeres","Venustiano Carranza","60-64"
"14531","2027","Mujeres","Venustiano Carranza","60-64"
"14779","2028","Mujeres","Venustiano Carranza","60-64"
"15050","2029","Mujeres","Venustiano Carranza","60-64"
"15345","2030","Mujeres","Venustiano Carranza","60-64"
"8776","2015","Hombres","Azcapotzalco","60-64"
"9049","2016","Hombres","Azcapotzalco","60-64"
"9282","2017","Hombres","Azcapotzalco","60-64"
"9512","2018","Hombres","Azcapotzalco","60-64"
"9736","2019","Hombres","Azcapotzalco","60-64"
"9950","2020","Hombres","Azcapotzalco","60-64"
"10151","2021","Hombres","Azcapotzalco","60-64"
"10337","2022","Hombres","Azcapotzalco","60-64"
"10507","2023","Hombres","Azcapotzalco","60-64"
"10663","2024","Hombres","Azcapotzalco","60-64"
"10811","2025","Hombres","Azcapotzalco","60-64"
"10955","2026","Hombres","Azcapotzalco","60-64"
"11100","2027","Hombres","Azcapotzalco","60-64"
"11253","2028","Hombres","Azcapotzalco","60-64"
"11417","2029","Hombres","Azcapotzalco","60-64"
"11593","2030","Hombres","Azcapotzalco","60-64"
"14661","2015","Hombres","Coyoacán","60-64"
"15187","2016","Hombres","Coyoacán","60-64"
"15637","2017","Hombres","Coyoacán","60-64"
"16072","2018","Hombres","Coyoacán","60-64"
"16485","2019","Hombres","Coyoacán","60-64"
"16869","2020","Hombres","Coyoacán","60-64"
"17217","2021","Hombres","Coyoacán","60-64"
"17524","2022","Hombres","Coyoacán","60-64"
"17790","2023","Hombres","Coyoacán","60-64"
"18017","2024","Hombres","Coyoacán","60-64"
"18213","2025","Hombres","Coyoacán","60-64"
"18385","2026","Hombres","Coyoacán","60-64"
"18543","2027","Hombres","Coyoacán","60-64"
"18693","2028","Hombres","Coyoacán","60-64"
"18843","2029","Hombres","Coyoacán","60-64"
"18990","2030","Hombres","Coyoacán","60-64"
"2910","2015","Hombres","Cuajimalpa de Morelos","60-64"
"3043","2016","Hombres","Cuajimalpa de Morelos","60-64"
"3160","2017","Hombres","Cuajimalpa de Morelos","60-64"
"3274","2018","Hombres","Cuajimalpa de Morelos","60-64"
"3384","2019","Hombres","Cuajimalpa de Morelos","60-64"
"3486","2020","Hombres","Cuajimalpa de Morelos","60-64"
"3581","2021","Hombres","Cuajimalpa de Morelos","60-64"
"3666","2022","Hombres","Cuajimalpa de Morelos","60-64"
"3742","2023","Hombres","Cuajimalpa de Morelos","60-64"
"3808","2024","Hombres","Cuajimalpa de Morelos","60-64"
"3866","2025","Hombres","Cuajimalpa de Morelos","60-64"
"3918","2026","Hombres","Cuajimalpa de Morelos","60-64"
"3966","2027","Hombres","Cuajimalpa de Morelos","60-64"
"4010","2028","Hombres","Cuajimalpa de Morelos","60-64"
"4053","2029","Hombres","Cuajimalpa de Morelos","60-64"
"4093","2030","Hombres","Cuajimalpa de Morelos","60-64"
"23723","2015","Hombres","Gustavo A. Madero","60-64"
"24484","2016","Hombres","Gustavo A. Madero","60-64"
"25139","2017","Hombres","Gustavo A. Madero","60-64"
"25786","2018","Hombres","Gustavo A. Madero","60-64"
"26419","2019","Hombres","Gustavo A. Madero","60-64"
"27023","2020","Hombres","Gustavo A. Madero","60-64"
"27594","2021","Hombres","Gustavo A. Madero","60-64"
"28122","2022","Hombres","Gustavo A. Madero","60-64"
"28608","2023","Hombres","Gustavo A. Madero","60-64"
"29057","2024","Hombres","Gustavo A. Madero","60-64"
"29482","2025","Hombres","Gustavo A. Madero","60-64"
"29896","2026","Hombres","Gustavo A. Madero","60-64"
"30316","2027","Hombres","Gustavo A. Madero","60-64"
"30755","2028","Hombres","Gustavo A. Madero","60-64"
"31225","2029","Hombres","Gustavo A. Madero","60-64"
"31727","2030","Hombres","Gustavo A. Madero","60-64"
"7726","2015","Hombres","Iztacalco","60-64"
"7964","2016","Hombres","Iztacalco","60-64"
"8168","2017","Hombres","Iztacalco","60-64"
