persona_id,hogar_id,vivienda_id,upm_diseno,estrato_diseno,anio,cobertura,edad,sexo_codigo,sexo,grupo_edad,factor,asiste_servicio_educativo_cuidado,razon_no_asiste_codigo,razon_no_asiste,horas_diarias_servicio,pago_mensual_servicio_pesos,pago_mensual_topado_98000,modulo_0a5_aplicable,recibio_cuidado_dentro_hogar,recibio_cuidado_otro_hogar,cuidado_otro_hogar_remunerado,pago_semanal_cuidado_externo_pesos,pago_semanal_topado_98000,necesita_mas_cuidado_modulo_0a5,complementaria_con_servicio_educativo_cuidado,cuidador_principal_parentesco_codigo,cuidador_principal_parentesco,cuidador_principal_sexo_codigo,cuidador_principal_edad,n_integrantes,n_ninos_0a5,n_adultos_18mas,barrera_economica_distancia_horario,necesidad_y_preferencia_servicio,P3_10,P3_11,P3_12,P3_14,PN_C0005,P4_16,P4_18,P4_18A,P4_19,P4_21,P4_22,P4_24,P4_25_2,cuidador_id,cuidador_cpea_codigo,cuidador_participa_mercado_laboral
20119105,201191,20119,00201,0027,2022,nacional,5,2,mujer,3-5,5739,1,,,5.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,36.0,5,1,2,,0.0,1,,5.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20119102,1.0,1.0
20203103,202031,20203,00202,0027,2022,nacional,1,1,hombre,0-2,7173,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,24.0,3,1,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,20203102,2.0,0.0
20206103,202061,20206,00202,0027,2022,nacional,5,1,hombre,3-5,7173,1,,,3.0,0.0,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,26.0,4,2,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,1.0,2.0,,2.0,,20206102,1.0,1.0
20206104,202061,20206,00202,0027,2022,nacional,1,2,mujer,0-2,7173,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,26.0,4,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,1.0,2.0,,2.0,,20206102,1.0,1.0
20208105,202081,20208,00202,0027,2022,nacional,3,2,mujer,3-5,7173,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,1.0,1.0,1.0,Madre,2.0,30.0,5,1,2,0.0,1.0,2,1.0,,,1,1.0,02,1.0,1.0,2.0,,1.0,1.0,20208102,1.0,1.0
20211103,202111,20211,00202,0027,2022,nacional,4,1,hombre,3-5,7173,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,25.0,4,2,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20211102,2.0,0.0
20211104,202111,20211,00202,0027,2022,nacional,0,2,mujer,0-2,7173,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,25.0,4,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,20211102,2.0,0.0
20212108,202121,20212,00202,0027,2022,nacional,5,1,hombre,3-5,7173,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,49.0,8,1,3,,0.0,1,,3.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20212102,1.0,1.0
20216203,202162,20216,00202,0027,2022,nacional,0,1,hombre,0-2,7173,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,21.0,3,1,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,1.0,2.0,,2.0,,20216202,2.0,0.0
20216306,202163,20216,00202,0027,2022,nacional,2,2,mujer,0-2,7173,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,37.0,6,1,1,0.0,0.0,2,1.0,,,1,1.0,01,1.0,1.0,2.0,,2.0,,20216301,2.0,0.0
20218104,202181,20218,00202,0027,2022,nacional,3,2,mujer,3-5,7173,1,,,3.0,0.0,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,27.0,4,1,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,1.0,2.0,,2.0,,20218102,1.0,1.0
20301104,203011,20301,00203,0027,2022,nacional,2,2,mujer,0-2,6379,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,32.0,4,1,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,20301102,2.0,0.0
20305105,203051,20305,00203,0027,2022,nacional,2,1,hombre,0-2,6379,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,3.0,Abuela,2.0,43.0,5,1,3,0.0,0.0,2,1.0,,,1,1.0,02,3.0,2.0,,,2.0,,20305102,2.0,0.0
20306104,203061,20306,00203,0027,2022,nacional,1,1,hombre,0-2,6379,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,21.0,4,1,3,0.0,0.0,2,1.0,,,1,1.0,02,1.0,1.0,2.0,,2.0,,20306102,2.0,0.0
20309104,203091,20309,00203,0027,2022,nacional,5,1,hombre,3-5,6379,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,28.0,4,1,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20309102,2.0,0.0
20310109,203101,20310,00203,0027,2022,nacional,3,2,mujer,3-5,6379,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,2.0,Padre,2.0,23.0,10,2,8,,0.0,1,,3.0,0.0,1,1.0,04,2.0,2.0,,,2.0,,20310104,1.0,1.0
20310110,203101,20310,00203,0027,2022,nacional,1,2,mujer,0-2,6379,0,3.0,No hay centros o quedan lejos,,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,20.0,10,2,8,1.0,0.0,2,3.0,,,1,1.0,06,1.0,1.0,2.0,,2.0,,20310106,2.0,0.0
20316105,203161,20316,00203,0027,2022,nacional,5,2,mujer,3-5,6379,0,2.0,No puede pagar los gastos escolares,,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,27.0,6,2,2,1.0,0.0,2,2.0,,,1,1.0,02,1.0,2.0,,,2.0,,20316102,1.0,1.0
20316106,203161,20316,00203,0027,2022,nacional,1,2,mujer,0-2,6379,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,27.0,6,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,20316102,1.0,1.0
20317106,203171,20317,00203,0027,2022,nacional,5,1,hombre,3-5,6379,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,31.0,6,1,3,,0.0,1,,3.0,0.0,1,1.0,03,1.0,2.0,,,2.0,,20317103,1.0,1.0
20319103,203191,20319,00203,0027,2022,nacional,3,2,mujer,3-5,6379,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,23.0,3,1,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,20319102,1.0,1.0
20320106,203201,20320,00203,0027,2022,nacional,3,2,mujer,3-5,6379,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,36.0,6,1,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20320102,1.0,1.0
20401106,204011,20401,00204,0028,2022,nacional,2,2,mujer,0-2,6177,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,1.0,1.0,5.0,Tía,2.0,32.0,6,1,2,0.0,1.0,2,1.0,,,1,1.0,02,5.0,2.0,,,1.0,1.0,20401102,2.0,0.0
20403106,204031,20403,00204,0028,2022,nacional,5,1,hombre,3-5,6177,0,3.0,No hay centros o quedan lejos,,,0,1,1.0,0.0,,,0,0.0,,3.0,Abuela,2.0,43.0,6,1,4,1.0,0.0,2,3.0,,,1,1.0,01,3.0,2.0,,,2.0,,20403101,2.0,0.0
20404110,204041,20404,00204,0028,2022,nacional,4,2,mujer,3-5,6177,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,42.0,11,2,4,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,20404102,2.0,0.0
20404111,204041,20404,00204,0028,2022,nacional,4,2,mujer,3-5,6177,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,25.0,11,2,4,0.0,0.0,2,1.0,,,1,1.0,03,1.0,2.0,,,2.0,,20404103,2.0,0.0
20405105,204051,20405,00204,0028,2022,nacional,5,1,hombre,3-5,6177,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,26.0,9,5,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,20405102,2.0,0.0
20405106,204051,20405,00204,0028,2022,nacional,4,1,hombre,3-5,6177,0,3.0,No hay centros o quedan lejos,,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,26.0,9,5,2,1.0,0.0,2,3.0,,,1,1.0,02,1.0,2.0,,,2.0,,20405102,2.0,0.0
20405107,204051,20405,00204,0028,2022,nacional,3,2,mujer,3-5,6177,0,3.0,No hay centros o quedan lejos,,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,26.0,9,5,2,1.0,0.0,2,3.0,,,1,1.0,02,1.0,2.0,,,2.0,,20405102,2.0,0.0
20405108,204051,20405,00204,0028,2022,nacional,1,2,mujer,0-2,6177,0,3.0,No hay centros o quedan lejos,,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,26.0,9,5,2,1.0,0.0,2,3.0,,,1,1.0,02,1.0,2.0,,,2.0,,20405102,2.0,0.0
20405109,204051,20405,00204,0028,2022,nacional,0,1,hombre,0-2,6177,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,26.0,9,5,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,20405102,2.0,0.0
20406111,204061,20406,00204,0028,2022,nacional,5,2,mujer,3-5,6177,1,,,4.0,0.0,0,1,0.0,0.0,,,0,0.0,,1.0,Madre,2.0,36.0,11,1,6,,0.0,1,,4.0,0.0,1,2.0,06,1.0,2.0,,,2.0,,20406106,,
20408105,204081,20408,00204,0028,2022,nacional,1,1,hombre,0-2,6177,0,3.0,No hay centros o quedan lejos,,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,26.0,5,1,2,1.0,0.0,2,3.0,,,1,1.0,02,1.0,1.0,2.0,,2.0,,20408102,2.0,0.0
20412104,204121,20412,00204,0028,2022,nacional,3,1,hombre,3-5,6177,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,24.0,5,1,3,,0.0,1,,3.0,0.0,1,1.0,03,1.0,2.0,,,2.0,,20412103,1.0,1.0
20413104,204131,20413,00204,0028,2022,nacional,5,1,hombre,3-5,6177,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,38.0,4,1,2,,0.0,1,,3.0,0.0,1,1.0,01,1.0,2.0,,,2.0,,20413101,1.0,1.0
20414105,204141,20414,00204,0028,2022,nacional,5,2,mujer,3-5,6177,1,,,4.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,38.0,5,1,2,,0.0,1,,4.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20414102,1.0,1.0
20415106,204151,20415,00204,0028,2022,nacional,5,2,mujer,3-5,6177,0,7.0,Asiste a primaria,,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,24.0,6,1,3,0.0,0.0,2,7.0,,,1,1.0,05,1.0,2.0,,,2.0,,20415105,2.0,0.0
20504103,205041,20504,00205,0028,2022,nacional,5,2,mujer,3-5,6194,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,3.0,Abuela,2.0,52.0,4,2,2,,0.0,1,,3.0,0.0,1,1.0,01,3.0,2.0,,,2.0,,20504101,2.0,0.0
20504104,205041,20504,00205,0028,2022,nacional,0,1,hombre,0-2,6194,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,3.0,Abuela,2.0,52.0,4,2,2,0.0,0.0,2,1.0,,,1,1.0,01,3.0,2.0,,,2.0,,20504101,2.0,0.0
20601106,206011,20601,00206,0028,2022,nacional,0,1,hombre,0-2,7891,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,27.0,11,1,7,0.0,0.0,2,1.0,,,1,1.0,05,1.0,2.0,,,2.0,,20601105,2.0,0.0
20603103,206031,20603,00206,0028,2022,nacional,1,1,hombre,0-2,7891,1,,,3.0,0.0,0,1,1.0,1.0,0.0,,0,1.0,1.0,1.0,Madre,2.0,19.0,3,1,2,,1.0,1,,3.0,0.0,1,1.0,02,1.0,1.0,2.0,,1.0,1.0,20603102,2.0,0.0
20605106,206051,20605,00206,0028,2022,nacional,4,2,mujer,3-5,7891,1,,,3.0,0.0,0,1,1.0,1.0,0.0,,0,1.0,1.0,1.0,Madre,2.0,23.0,7,2,4,,1.0,1,,3.0,0.0,1,1.0,05,1.0,1.0,2.0,,1.0,1.0,20605105,2.0,0.0
20605107,206051,20605,00206,0028,2022,nacional,3,2,mujer,3-5,7891,1,,,3.0,0.0,0,1,1.0,1.0,0.0,,0,1.0,1.0,1.0,Madre,2.0,23.0,7,2,4,,1.0,1,,3.0,0.0,1,1.0,05,1.0,1.0,2.0,,1.0,1.0,20605105,2.0,0.0
20607104,206071,20607,00206,0028,2022,nacional,5,2,mujer,3-5,7891,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,30.0,4,1,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20607102,2.0,0.0
20608105,206081,20608,00206,0028,2022,nacional,4,1,hombre,3-5,7891,1,,,3.0,0.0,0,1,1.0,1.0,0.0,,0,1.0,1.0,1.0,Madre,2.0,36.0,5,1,2,,1.0,1,,3.0,0.0,1,1.0,02,1.0,1.0,2.0,,1.0,1.0,20608102,1.0,1.0
20610104,206101,20610,00206,0028,2022,nacional,0,2,mujer,0-2,7891,0,3.0,No hay centros o quedan lejos,,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,21.0,6,2,3,1.0,0.0,2,3.0,,,1,1.0,03,1.0,2.0,,,2.0,,20610103,2.0,0.0
20610106,206101,20610,00206,0028,2022,nacional,3,1,hombre,3-5,7891,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,3.0,Abuela,2.0,51.0,6,2,3,,0.0,1,,3.0,0.0,1,1.0,01,3.0,2.0,,,2.0,,20610101,2.0,0.0
20615104,206151,20615,00206,0028,2022,nacional,2,1,hombre,0-2,7891,1,,,2.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,25.0,4,1,2,,0.0,1,,2.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20615102,1.0,1.0
20616102,206161,20616,00206,0028,2022,nacional,4,2,mujer,3-5,7891,1,,,2.0,0.0,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,25.0,3,2,1,,0.0,1,,2.0,0.0,1,1.0,01,1.0,1.0,2.0,,2.0,,20616101,2.0,0.0
20616103,206161,20616,00206,0028,2022,nacional,1,1,hombre,0-2,7891,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,25.0,3,2,1,0.0,0.0,2,1.0,,,1,1.0,01,1.0,1.0,2.0,,2.0,,20616101,2.0,0.0
20617105,206171,20617,00206,0028,2022,nacional,0,1,hombre,0-2,7891,0,3.0,No hay centros o quedan lejos,,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,33.0,5,1,2,1.0,0.0,2,3.0,,,1,1.0,02,1.0,1.0,2.0,,2.0,,20617102,2.0,0.0
20620105,206201,20620,00206,0028,2022,nacional,3,1,hombre,3-5,7891,1,,,4.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,30.0,5,1,2,,0.0,1,,4.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20620102,2.0,0.0
20702104,207021,20702,00207,0028,2022,nacional,2,2,mujer,0-2,6782,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,33.0,5,2,1,0.0,0.0,2,1.0,,,1,1.0,01,1.0,2.0,,,2.0,,20702101,1.0,1.0
20702105,207021,20702,00207,0028,2022,nacional,0,2,mujer,0-2,6782,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,33.0,5,2,1,0.0,0.0,2,1.0,,,1,1.0,01,1.0,2.0,,,2.0,,20702101,1.0,1.0
20705105,207051,20705,00207,0028,2022,nacional,0,2,mujer,0-2,6782,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,25.0,5,1,4,0.0,0.0,2,1.0,,,1,1.0,04,1.0,2.0,,,2.0,,20705104,2.0,0.0
20708104,207081,20708,00207,0028,2022,nacional,4,2,mujer,3-5,6782,1,,,3.0,0.0,0,1,1.0,0.0,,,0,1.0,0.0,1.0,Madre,2.0,34.0,4,1,1,,0.0,1,,3.0,0.0,1,1.0,01,1.0,2.0,,,1.0,2.0,20708101,1.0,1.0
20709105,207091,20709,00207,0028,2022,nacional,4,2,mujer,3-5,6782,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,23.0,7,3,4,0.0,0.0,2,1.0,,,1,1.0,04,1.0,2.0,,,2.0,,20709104,2.0,0.0
20709106,207091,20709,00207,0028,2022,nacional,3,1,hombre,3-5,6782,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,23.0,7,3,4,0.0,0.0,2,1.0,,,1,1.0,04,1.0,2.0,,,2.0,,20709104,2.0,0.0
20709107,207091,20709,00207,0028,2022,nacional,3,1,hombre,3-5,6782,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,23.0,7,3,4,0.0,0.0,2,1.0,,,1,1.0,04,1.0,2.0,,,2.0,,20709104,2.0,0.0
20714104,207141,20714,00207,0028,2022,nacional,2,1,hombre,0-2,6782,0,1.0,"No tiene necesidad, está pequeño",,,0,1,0.0,0.0,,,0,0.0,,1.0,Madre,2.0,41.0,4,1,1,0.0,0.0,2,1.0,,,1,2.0,01,1.0,2.0,,,2.0,,20714101,1.0,1.0
20715105,207151,20715,00207,0028,2022,nacional,3,2,mujer,3-5,6782,0,3.0,No hay centros o quedan lejos,,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,30.0,5,1,2,1.0,0.0,2,3.0,,,1,1.0,02,1.0,2.0,,,2.0,,20715102,1.0,1.0
20717102,207171,20717,00207,0028,2022,nacional,4,1,hombre,3-5,6782,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,23.0,3,2,1,,0.0,1,,3.0,0.0,1,1.0,01,1.0,2.0,,,2.0,,20717101,2.0,0.0
20717103,207171,20717,00207,0028,2022,nacional,0,2,mujer,0-2,6782,0,3.0,No hay centros o quedan lejos,,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,23.0,3,2,1,1.0,0.0,2,3.0,,,1,1.0,01,1.0,2.0,,,2.0,,20717101,2.0,0.0
20801106,208011,20801,00208,0028,2022,nacional,4,1,hombre,3-5,7114,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,27.0,7,2,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20801102,2.0,0.0
20801107,208011,20801,00208,0028,2022,nacional,2,2,mujer,0-2,7114,0,1.0,"No tiene necesidad, está pequeño",,,0,1,0.0,0.0,,,0,0.0,,1.0,Madre,2.0,27.0,7,2,2,0.0,0.0,2,1.0,,,1,2.0,02,1.0,2.0,,,2.0,,20801102,2.0,0.0
20802106,208021,20802,00208,0028,2022,nacional,2,2,mujer,0-2,7114,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,29.0,6,1,4,0.0,0.0,2,1.0,,,1,1.0,04,1.0,2.0,,,2.0,,20802104,2.0,0.0
20803109,208031,20803,00208,0028,2022,nacional,2,2,mujer,0-2,7114,0,1.0,"No tiene necesidad, está pequeño",,,0,1,0.0,0.0,,,0,0.0,,1.0,Madre,2.0,44.0,9,1,3,0.0,0.0,2,1.0,,,1,2.0,02,1.0,2.0,,,2.0,,20803102,2.0,0.0
20804104,208041,20804,00208,0028,2022,nacional,5,1,hombre,3-5,7114,1,,,4.0,0.0,0,1,1.0,0.0,,,0,1.0,1.0,1.0,Madre,2.0,39.0,4,1,2,,1.0,1,,4.0,0.0,1,1.0,01,1.0,2.0,,,1.0,1.0,20804101,2.0,0.0
20805103,208051,20805,00208,0028,2022,nacional,5,2,mujer,3-5,7114,1,,,4.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,28.0,4,2,2,,0.0,1,,4.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20805102,2.0,0.0
20805104,208051,20805,00208,0028,2022,nacional,1,2,mujer,0-2,7114,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,28.0,4,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,20805102,2.0,0.0
20807102,208071,20807,00208,0028,2022,nacional,5,1,hombre,3-5,7114,1,,,4.0,0.0,0,1,1.0,0.0,,,0,0.0,,5.0,Tía,2.0,30.0,2,1,1,,0.0,1,,4.0,0.0,1,1.0,01,5.0,2.0,,,2.0,,20807101,1.0,1.0
20808105,208081,20808,00208,0028,2022,nacional,5,2,mujer,3-5,7114,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,30.0,7,3,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20808102,2.0,0.0
20808106,208081,20808,00208,0028,2022,nacional,3,1,hombre,3-5,7114,0,6.0,Otra razón,,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,30.0,7,3,2,0.0,0.0,2,6.0,,,1,1.0,02,1.0,2.0,,,2.0,,20808102,2.0,0.0
20808107,208081,20808,00208,0028,2022,nacional,0,1,hombre,0-2,7114,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,30.0,7,3,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,20808102,2.0,0.0
20809103,208091,20809,00208,0028,2022,nacional,5,2,mujer,3-5,7114,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,26.0,5,3,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20809102,2.0,0.0
20809104,208091,20809,00208,0028,2022,nacional,4,1,hombre,3-5,7114,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,26.0,5,3,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20809102,2.0,0.0
20809105,208091,20809,00208,0028,2022,nacional,1,1,hombre,0-2,7114,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,26.0,5,3,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,20809102,2.0,0.0
20810108,208101,20810,00208,0028,2022,nacional,4,1,hombre,3-5,7114,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,32.0,8,1,3,,0.0,1,,3.0,0.0,1,1.0,01,1.0,2.0,,,2.0,,20810101,2.0,0.0
20811105,208111,20811,00208,0028,2022,nacional,5,2,mujer,3-5,7114,0,6.0,Otra razón,,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,24.0,6,2,2,0.0,0.0,2,6.0,,,1,1.0,02,1.0,1.0,2.0,,2.0,,20811102,2.0,0.0
20811106,208111,20811,00208,0028,2022,nacional,1,2,mujer,0-2,7114,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,1.0,0.0,,0,0.0,,1.0,Madre,2.0,24.0,6,2,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,1.0,2.0,,2.0,,20811102,2.0,0.0
20814105,208141,20814,00208,0028,2022,nacional,5,1,hombre,3-5,7114,1,,,4.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,27.0,7,3,2,,0.0,1,,4.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20814102,2.0,0.0
20814106,208141,20814,00208,0028,2022,nacional,3,2,mujer,3-5,7114,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,27.0,7,3,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,20814102,2.0,0.0
20814107,208141,20814,00208,0028,2022,nacional,1,1,hombre,0-2,7114,0,3.0,No hay centros o quedan lejos,,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,27.0,7,3,2,1.0,0.0,2,3.0,,,1,1.0,02,1.0,2.0,,,2.0,,20814102,2.0,0.0
20815103,208151,20815,00208,0028,2022,nacional,5,1,hombre,3-5,7114,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,26.0,5,3,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20815102,2.0,0.0
20815104,208151,20815,00208,0028,2022,nacional,3,1,hombre,3-5,7114,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,26.0,5,3,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20815102,2.0,0.0
20815105,208151,20815,00208,0028,2022,nacional,0,2,mujer,0-2,7114,0,1.0,"No tiene necesidad, está pequeño",,,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,26.0,5,3,2,0.0,0.0,2,1.0,,,1,1.0,02,1.0,2.0,,,2.0,,20815102,2.0,0.0
20817105,208171,20817,00208,0028,2022,nacional,5,2,mujer,3-5,7114,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,30.0,6,2,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20817102,2.0,0.0
20817106,208171,20817,00208,0028,2022,nacional,3,1,hombre,3-5,7114,1,,,3.0,0.0,0,1,1.0,0.0,,,0,0.0,,1.0,Madre,2.0,30.0,6,2,2,,0.0,1,,3.0,0.0,1,1.0,02,1.0,2.0,,,2.0,,20817102,2.0,0.0
